DATE,SP500
2020-03-13,2711.02
2020-03-16,2386.13
2020-03-17,2529.19
2020-03-18,2398.1
2020-03-19,2409.39
2020-03-20,2304.92
2020-03-23,2237.4
2020-03-24,2447.33
2020-03-25,2475.56
2020-03-26,2630.07
2020-03-27,2541.47
2020-03-30,2626.65
2020-03-31,2584.59
2020-04-01,2470.5
2020-04-02,2526.9
2020-04-03,2488.65
2020-04-06,2663.68
2020-04-07,2659.41
2020-04-08,2749.98
2020-04-09,2789.82
2020-04-10,.
2020-04-13,2761.63
2020-04-14,2846.06
2020-04-15,2783.36
2020-04-16,2799.55
2020-04-17,2874.56
2020-04-20,2823.16
2020-04-21,2736.56
2020-04-22,2799.31
2020-04-23,2797.8
2020-04-24,2836.74
2020-04-27,2878.48
2020-04-28,2863.39
2020-04-29,2939.51
2020-04-30,2912.43
2020-05-01,2830.71
2020-05-04,2842.74
2020-05-05,2868.44
2020-05-06,2848.42
2020-05-07,2881.19
2020-05-08,2929.8
2020-05-11,2930.32
2020-05-12,2870.12
2020-05-13,2820.0
2020-05-14,2852.5
2020-05-15,2863.7
2020-05-18,2953.91
2020-05-19,2922.94
2020-05-20,2971.61
2020-05-21,2948.51
2020-05-22,2955.45
2020-05-25,.
2020-05-26,2991.77
2020-05-27,3036.13
2020-05-28,3029.73
2020-05-29,3044.31
2020-06-01,3055.73
2020-06-02,3080.82
2020-06-03,3122.87
2020-06-04,3112.35
2020-06-05,3193.93
2020-06-08,3232.39
2020-06-09,3207.18
2020-06-10,3190.14
2020-06-11,3002.1
2020-06-12,3041.31
2020-06-15,3066.59
2020-06-16,3124.74
2020-06-17,3113.49
2020-06-18,3115.34
2020-06-19,3097.74
2020-06-22,3117.86
2020-06-23,3131.29
2020-06-24,3050.33
2020-06-25,3083.76
2020-06-26,3009.05
2020-06-29,3053.24
2020-06-30,3100.29
2020-07-01,3115.86
2020-07-02,3130.01
2020-07-03,.
2020-07-06,3179.72
2020-07-07,3145.32
2020-07-08,3169.94
2020-07-09,3152.05
2020-07-10,3185.04
2020-07-13,3155.22
2020-07-14,3197.52
2020-07-15,3226.56
2020-07-16,3215.57
2020-07-17,3224.73
2020-07-20,3251.84
2020-07-21,3257.3
2020-07-22,3276.02
2020-07-23,3235.66
2020-07-24,3215.63
2020-07-27,3239.41
2020-07-28,3218.44
2020-07-29,3258.44
2020-07-30,3246.22
2020-07-31,3271.12
2020-08-03,3294.61
2020-08-04,3306.51
2020-08-05,3327.77
2020-08-06,3349.16
2020-08-07,3351.28
2020-08-10,3360.47
2020-08-11,3333.69
2020-08-12,3380.35
2020-08-13,3373.43
2020-08-14,3372.85
2020-08-17,3381.99
2020-08-18,3389.78
2020-08-19,3374.85
2020-08-20,3385.51
2020-08-21,3397.16
2020-08-24,3431.28
2020-08-25,3443.62
2020-08-26,3478.73
2020-08-27,3484.55
2020-08-28,3508.01
2020-08-31,3500.31
2020-09-01,3526.65
2020-09-02,3580.84
2020-09-03,3455.06
2020-09-04,3426.96
2020-09-07,.
2020-09-08,3331.84
2020-09-09,3398.96
2020-09-10,3339.19
2020-09-11,3340.97
